"line","text","screenname","time","searchterm","location","followerscount","favoritescount","lat","lng","coords_coords","bbox_coords","geo_coords"
560,"#USMA_JSK
<U+0627><U+0644><U+062A><U+0634><U+0643><U+064A><U+0644><U+0629> <U+0627><U+0644><U+0623><U+0633><U+0627><U+0633><U+064A><U+0629> : 

<U+0635><U+0627><U+0644><U+062D><U+064A> - <U+0628><U+0644><U+0627><U+064A><U+0644><U+064A> - <U+0633><U+0639><U+062F><U+0648> - <U+062A><U+064A><U+0632><U+064A> <U+0628><U+0648><U+0639><U+0644><U+064A> - <U+0634><U+062A><U+064A> - <U+0628><U+0646> <U+062E><U+0644><U+064A><U+0641><U+0629> - <U+0627><U+0648><U+0642><U+0627><U+0633><U+064A> - <U+062D><U+0645><U+0631><U+0648><U+0646> - <U+0623><U+0645><U+0639><U+0648><U+0634> - <U+0628><U+0644><U+0642><U+0627><U+0633><U+0645><U+064A> - <U+0641><U+064A><U+0633><U+062A><U+0648><U+0646>
<U+0645><U+0639> <U+0627><U+0644><U+0645><U+062F><U+0631><U+0628> <U+062F><U+0648><U+0645><U+0627> <U+0645><U+0633><U+062A><U+062D><U+064A><U+0644> <U+0623><U+0646> <U+062A><U+062A><U+0648><U+0642><U+0639> <U+0627><U+0644><U+062A><U+0634><U+0643><U+064A><U+0644><U+0629> <U+0627><U+0644><U+0623><U+0633><U+0627><U+0633><U+064A><U+0629> <U+0627><U+0644><U+062A><U+064A> <U+0633><U+064A><U+062F><U+062E><U+0644> <U+0628><U+0647><U+0627> <U+064A><U+0648><U+0645> <U+0627><U+0644><U+0645><U+0642><U+0627><U+0628><U+0644><U+0629> ...
<U+062A><U+0634><U+0643><U+064A><U+0644><U+0647> <U+0647><U+062C><U+0648><U+0645><U+064A><U+0629> 100%
<U+0627><U+0646> <U+0634><U+0627><U+0621> <U+0627><U+0644><U+0644><U+0647> <U+0646><U+062A><U+064A><U+062C><U+0629> <U+0625><U+064A><U+062C><U+0627><U+0628><U+064A><U+0629> <U+0641><U+064A> <U+0628><U+0648><U+0644><U+0648><U+063A><U+064A><U+0646>..<U+0001F49A><U+0001F49B>","wwalidbennaceu1",2018-11-09 16:25:38,"USMA","Algérie",3277,2,NA,NA,NA,NA,NA
561,"@penelop06848466 @ShoeKat @firsttakes @csgazette @WestPoint_USMA Pro Tip: Next time, choose your words more carefully. Read the tweet before hitting ‘Reply’, and ask yourself how it is going to be received by others. (Thanks for taking the time to explain yourself.)","MearaReed",2018-11-04 23:07:20,"USMA","The Desert known as Arizona",1470,3,NA,NA,NA,NA,NA
562,"@Chambro4 @GandalfGrey @MAJBrown22 @WestPoint_USMA I’m going to go with the Major on this one. The cadets made a poor choice. They should be held accountable. At what point in this day and age does a person still think pranks like these are acceptable? Not people who should make decisions involving others.","MearaReed",2018-11-05 10:42:54,"USMA","The Desert known as Arizona",1470,5,NA,NA,NA,NA,NA
563,"@WestPoint_USMA What is going to happen after the investigation? Don’t your students have an honor code? Why is the investigation taking so long?","MearaReed",2018-11-04 23:21:01,"USMA","The Desert known as Arizona",1470,1,NA,NA,NA,NA,NA
564,"@WorkingLawFirm @tieafly04 @Chambro4 @GandalfGrey @MAJBrown22 @WestPoint_USMA That doesn’t make it okay - either way.","MearaReed",2018-11-09 16:23:52,"USMA","The Desert known as Arizona",1470,1,NA,NA,NA,NA,NA
565,"@MAJBrown22 @WestPoint_USMA Are you joking? Committing a crime because one wants to raise the “spirits” of a small group of people does not justify the act of the crime - regardless what the majority think of the crime. If you think we should harm animals at will, change the law. Cadets = higher standards.","MearaReed",2018-11-04 23:28:11,"USMA","The Desert known as Arizona",1470,19,NA,NA,NA,NA,NA
566,"USMA - JSK
BTTS 2","SofianeBouzadi",2018-11-09 16:22:32,"USMA","Paris, Ile-de-France",109,0,NA,NA,NA,NA,NA
567,"Je suis HYPE comme un malade pour le match contre L'USMA 

BAISEZ LEURS MERES A CES FILS DE PUTE D'ALGEROIS DE MES COUILLES @JSK","Redista__",2018-11-09 16:20:45,"USMA","Oran",378,0,NA,NA,NA,NA,NA
568,"<U+0645><U+0634><U+0627><U+0647><U+062F><U+0629> <U+0645><U+0628><U+0627><U+0631><U+0627><U+0629> <U+0627><U+062A><U+062D><U+0627><U+062F> <U+0627><U+0644><U+0639><U+0627><U+0635><U+0645><U+0629> <U+0648> <U+0634><U+0628><U+064A><U+0628><U+0629> <U+0627><U+0644><U+0642><U+0628><U+0627><U+0626><U+0644> <U+0628><U+062B> <U+0645><U+0628><U+0627><U+0634><U+0631>09-11-2018 // usma vs jsk:","adel4116",2018-11-09 16:14:32,"USMA","",31,0,NA,NA,NA,NA,NA
569,"MAJ Denny Dresch with PEO EIS' Army Human Resources Command recently spoke to cadets at @WestPoint_USMA about the #ArmyAcquisition Corps. To learn more, please visit: https://t.co/B1pkoiIprW #ArmyCareer @USAASC #IPPSA #AHRS #USArmy https://t.co/Geb2EdUwtI","PEOEISPAOffice",2018-11-09 16:04:54,"USMA","Fort Belvoir, Va.",801,1,NA,NA,NA,NA,NA
570,"Comprehensive and riveting article about Qaseem Soleimani in this month's CTC Sentinel by @Ali_H_Soufan. Cc @CruickshankPaul.

https://t.co/GG66DAyaof","StephenTankel",2018-11-09 15:55:31,"USMA","Washington, DC",2774,6,NA,NA,NA,NA,NA
571,"Authoritative @CTCWP Sentinel overview of terrorist activity in recent years in Australia by @Andrew_Zammit https://t.co/dxf9nVHTmu","CruickshankPaul",2018-11-09 15:54:06,"USMA","NYC & LONDON ",16104,12,NA,NA,NA,NA,NA
572,"And that's why we at @CTCWP Sentinel asked @BrianMJenkins to write cover story for our 100th issue: https://t.co/gKW0asu8KQ https://t.co/uzM1lr7O2b","CruickshankPaul",2018-11-09 03:33:59,"USMA","NYC & LONDON ",16104,10,NA,NA,NA,NA,NA
573,"The November 2018 issue of @CTCWP Sentinel, has just gone live. Our cover story is an absolute must-read 10,000 word profile of Iran Quds Force Commander Qassem Soleimani by @Ali_H_Soufan  https://t.co/Y7Y01SAslZ","CruickshankPaul",2018-11-08 16:02:19,"USMA","NYC & LONDON ",16104,107,NA,NA,NA,NA,NA
574,"Ligue 1 &amp; 2 : La LFP fixe la date du match USMA https://t.co/XLrWCxyiSW","koora_Algerie",2018-11-07 06:25:08,"USMA","",5049,0,NA,NA,NA,NA,NA
575,"OM 1 – USMA 3 : L’USMA,  un solide leader https://t.co/oDpDsCexCi","koora_Algerie",2018-10-31 11:01:21,"USMA","",5049,0,NA,NA,NA,NA,NA
576,"Ligue 1 &amp; 2 : USMA https://t.co/IVXCijfENI","koora_Algerie",2018-11-09 15:53:36,"USMA","",5049,0,NA,NA,NA,NA,NA
577,"La JSK ne jouera pas face à l’USMA https://t.co/kobwQIP2dZ","koora_Algerie",2018-11-05 22:45:54,"USMA","",5049,0,NA,NA,NA,NA,NA
578,"Benyoucef out face à l’USMA https://t.co/21MvbCDul2","koora_Algerie",2018-11-01 08:15:30,"USMA","",5049,0,NA,NA,NA,NA,NA
579,"OM 1 – USMA : Hamia «Ce doublé est comme un nouveau  départ pour moi» https://t.co/4NED0N0sym","koora_Algerie",2018-11-01 09:20:15,"USMA","",5049,0,NA,NA,NA,NA,NA
580,"#usma_jsk https://t.co/kcqc4XaWLV","promatch2",2018-11-09 15:45:56,"USMA","",0,0,NA,NA,NA,NA,NA
581,"@PopovYNadaMas USMA to win, the rest I can’t predict <U+0001F937><U+200D><U+2642><U+FE0F>","bylka613_",2018-11-09 15:36:57,"USMA","",2587,1,NA,NA,NA,NA,NA
582,"Know your opponent: ""Qassem Soleimani and Iran’s Unique Regional Strategy"" https://t.co/WV4Axk85vL","sugarvill",2018-11-09 15:34:58,"USMA","New York",63,0,NA,NA,NA,NA,NA
583,"@toucheamoreband @dogsliveforever The moments are fosho the first song, USMA, the beginning of Head Hands, Lay Low, and Rejoice. And if you haven’t listen to that first 7” they did and tracks 1 and 3 are fuckin great.","deathbynumber",2018-11-09 15:31:54,"USMA","Chicago, IL",284,1,NA,NA,NA,NA,NA
584,"@CoachDDixon @J_Petagna @BrettMoore_USMA @DannyPayneArmy","Coach_Johnston_",2018-11-09 15:30:20,"USMA","Panama City, FL",136,0,NA,NA,NA,NA,NA
585,"@ArmyROTC @tamuarmyrotc @WestPoint_USMA @bisonbn @WKUROTC @HawaiiArmyROTC @CPArmyROTC @HOYABNROTC Why does the Army ROTC program accept, support and protect white supremacist neo nazi cadets?","jerkmotel",2018-11-09 15:28:04,"USMA","",251,0,NA,NA,NA,NA,NA
586,"@ObservAlgerie 3 A 0 pour l'usma","besmala1meryas1",2018-11-09 15:25:19,"USMA","Alger                         ",60,0,NA,NA,NA,NA,NA
587,"Ligue 1 : USMA-JSK, pour une place de leader https://t.co/YTrjkPNV0J","dyalna_com",2018-11-09 15:20:35,"USMA","Algérie",3287,0,NA,NA,NA,NA,NA
588,"@ArmyROTC @tamuarmyrotc @WestPoint_USMA @bisonbn @WKUROTC @HawaiiArmyROTC @CPArmyROTC @HOYABNROTC Why are they covering for a Neo Nazi?
@ArmyROTC","XepaIWW",2018-11-09 15:20:00,"USMA","",1,1,NA,NA,NA,NA,NA
589,"Ligue 1 : USMA-JSK, pour une place de leader
@ZeuHaKim
Si tu peux à la Mezghitane 
De la part du Zmigrix  Fal7hane Kabyle 
JSK for ever <U+0001F447> https://t.co/h1zT1R50ci via @DZfoot","Srach6666",2018-11-09 15:14:12,"USMA","la défense / Fra ",117,1,NA,NA,NA,NA,NA
590,"@USMA_rah_rah So bad!","paige__smith_",2018-11-01 21:24:10,"USMA","Jackson, MS",1006,1,NA,NA,NA,NA,NA
591,"@USMA_rah_rah Absolutely and no where is it more evident than on Twitter, lol","paige__smith_",2018-11-05 13:12:55,"USMA","Jackson, MS",1006,1,NA,NA,NA,NA,NA
592,"@USMA_rah_rah @byzantinepower Truly truly <U+2764>","paige__smith_",2018-11-09 14:48:52,"USMA","Jackson, MS",1006,1,NA,NA,NA,NA,NA
593,"@byzantinepower @USMA_rah_rah Better than nothing at all","paige__smith_",2018-11-09 15:02:40,"USMA","Jackson, MS",1006,0,NA,NA,NA,NA,NA
594,"Here is a solid and informative pice by @Ali_H_Soufan on Iran and Qassem Soleimani. Here is why Iran is so dangerous. Here is what @BarackObama nuclear deal failed to solve. Here is what majority of people in UK &amp; EU don't know about Iran. https://t.co/7NBqqvOLNS","Fr_Ezat",2018-11-09 15:01:12,"USMA","",966,1,NA,NA,NA,NA,NA
595,"Why militaries must destroy cities to save them...: via MWI.USMA.ED A vivid example of the… https://t.co/tlygoJAkex","SnafuBlogspot",2018-11-09 15:00:23,"USMA","",706,0,NA,NA,NA,NA,NA
596,"@paige__smith_ @USMA_rah_rah Don't have enough bezants to cover these compliments so you'll have to accept IOUs for now.","byzantinepower",2018-11-09 14:50:25,"USMA","Constantinople",9332,1,NA,NA,NA,NA,NA
597,"Meet the man behind <U+0001F447> instagram response to the US's Game of Thrones sanctions post. From @Ali_H_Soufan.

https://t.co/sHvharri4w https://t.co/nmPUzy29hw","WillM808",2018-11-09 14:46:58,"USMA","London, England",33,0,NA,NA,NA,NA,NA
598,"Great article  by @Ali_H_Soufan on the most powerful man in the middle east IRCG Major General Qassem Soleimani head of Quds Force
https://t.co/WKjwbgwtFw","SamadAgha021",2018-11-09 14:44:54,"USMA","...",448,0,NA,NA,NA,NA,NA
599,"@WestPoint_USMA @15thSMA @ArmyWP_Football #StrongEurope says: #GoArmy Beat @usairforce!","USArmyEurope",2018-11-01 12:44:17,"USMA","Wiesbaden, Germany",137764,4,NA,NA,NA,NA,NA
600,"@ArmyWP_Football @WestPoint_USMA #GoArmyBeatAirForce and we did. #StrongEurope","USArmyEurope",2018-11-04 09:18:34,"USMA","Wiesbaden, Germany",137764,2,NA,NA,NA,NA,NA
601,"@WestPoint_USMA @1stArmoredDiv #StrongEurope says, #GoArmy beat everyone!","USArmyEurope",2018-11-09 14:43:59,"USMA","Wiesbaden, Germany",137764,4,NA,NA,NA,NA,NA
602,"#ThrowbackThursday: ""Operation Vittles"" The Berlin Airlift, initiated by then U.S. Army Europe commander Gen. Lucius D. Clay from Wiesbaden Airfield to Tempelhof Air Base in Berlin <U+0001F1E9><U+0001F1EA> #StrongEurope #Allied2Win (@USArmy, @WestPoint_USMA, @US_EUCOM, @usbotschaft) https://t.co/Qfn9AREZWi","USArmyEurope",2018-11-08 17:54:21,"USMA","Wiesbaden, Germany",137764,81,NA,NA,NA,NA,NA
603,"#OTD in 1835, Adelbert Ames was born in Rockland, Maine. Less than a month after graduating 5th in his class at @WestPoint_USMA, Ames earned the #MedalofHonor for his actions as an artillery officer at the First Battle of Bull Run in the #CivilWar https://t.co/4QmmwrE7yY","CivilWarOTD",2018-10-31 11:57:18,"USMA","The United States of America",4,1,NA,NA,NA,NA,NA
604,"#OTD in 1825, Ambrose Powell ""A.P."" Hill was born in @VisitCulpeper, VA. He was appointed to @WestPoint_USMA to be part of the class of 1846, but contracted gonorrhea while on leave and had to repeat his third year. #CivilWar https://t.co/Ji7SMEdO0Z","CivilWarOTD",2018-11-09 14:40:47,"USMA","The United States of America",4,0,NA,NA,NA,NA,NA
605,"The Real Key to Protecting US National Security Interests in Space? Launch Capability https://t.co/ZCPhU0hZtR via @WarInstitute","oandsometimesy",2018-11-09 14:38:47,"USMA","",170,0,NA,NA,NA,NA,NA
606,"@WestPoint_USMA @1stArmoredDiv #BeatLafayette","pharvey2001",2018-11-09 14:36:57,"USMA","",132,0,NA,NA,NA,NA,NA
607,"JSK J'ADORE
USMA TRISTE 
NUL      GRR","momoh_moussaoui",2018-11-09 14:30:14,"USMA","",36,0,NA,NA,NA,NA,NA
608,"A nous la victoire inchallah <U+0001F530><U+0001F49B><U+0001F49A><U+2653> anwa wigui dimazighen  
#usma_jsk https://t.co/RnzjQDkZ6H","jskmiamore",2018-11-09 14:28:58,"USMA","Tagduda taqvaylit <U+2D63> ",460,1,NA,NA,NA,NA,NA
609,"CPT Kate Alfin and Dr. John Hagen (formerly of @WestPointSOSH) traveled to N'Djamena, Chad in support of the African Military Education Program (AMEP).  This program brings together instructors from U.S. and African military institutions. @DeanUsma @StateDept @WestPoint_USMA https://t.co/BkjpFjsjqL","westpointhist",2018-11-06 15:24:51,"USMA","West Point, NY",1208,9,NA,NA,NA,NA,NA
610,"COL Ty Seidule and @WestPoint_USMA cadets were featured on the @TODAYshow yesterday.  COL Seidule gave context to the academy's role in the First World War and cadets discussed their ancestors who fought in the war. @VFWHQ @AmericanLegion @nbc @DeanUsma https://t.co/N2t4X3gNtS","westpointhist",2018-11-08 12:12:54,"USMA","West Point, NY",1208,66,NA,NA,NA,NA,NA
611,"@WestPoint_USMA Cadets taking African History are starting their day off with a “celebration of learning” by taking a written partial review! #wisdomthroughhistory @DeanUsma https://t.co/7HDFFQULpA","westpointhist",2018-10-31 11:39:29,"USMA","West Point, NY",1208,6,NA,NA,NA,NA,NA
612,"Looks like a great project!  Just another example of the tools that allow @WestPoint_USMA cadets to #OutSmartEveryone ! https://t.co/zAl3GlWXJC","westpointhist",2018-11-07 13:20:04,"USMA","West Point, NY",1208,4,NA,NA,NA,NA,NA
613,"CPT Claudio Innocenti and four cadets from Phi Alpha Theta traveled to the Dutchess County Court Office and learned how to digitize historical records so that future generations can conduct research into the way Americans used to live. @PokJournal #PhiAlphaTheta @WestPoint_USMA https://t.co/YTMfikxbeU","westpointhist",2018-11-09 14:25:07,"USMA","West Point, NY",1208,20,NA,NA,NA,NA,NA
614,"#ThrowBackThursday #TBT In honor of beat @AF_Academy week, here is a historical throwback to General Benjamin O. Davis Jr. a @WestPoint_USMA graduate who went on to command the Tuskegee Airmen during #WWII and become a four-star general.. #WisdomThroughHistory #LeadersOfCharacter https://t.co/m8H6evR5fE","westpointhist",2018-11-01 20:01:13,"USMA","West Point, NY",1208,105,NA,NA,NA,NA,NA
615,"#KingOfBattle ! Many @WestPoint_USMA History Department instructors and professors come from the Field Artillery Branch and will love to see this ad! #LeadersOfCharacter @DeanUsma https://t.co/bF8hYTXjGQ","westpointhist",2018-10-30 20:34:08,"USMA","West Point, NY",1208,9,NA,NA,NA,NA,NA
616,"Hey Army sports fans!  Get your minds ready to #BeatAirForce by watching LTC Siry, the ""History Guy."" Fans attending the @WestPoint_USMA vs. @AF_Academy game today will see this video on the big screen in Michie Stadium. #WisdomThroughHistory @DeanUsma #OutSmartAirforce https://t.co/oqtxqRISc3","westpointhist",2018-11-03 12:09:53,"USMA","West Point, NY",1208,18,NA,NA,NA,NA,NA
617,"“As the new crown prince and effective head of government, MbS has staked his reputation on Yemen, and is unlikely to back down unless he can find a face-saving way of doing so.” https://t.co/MfAGJsRrbO","jp_mcginnis",2018-11-09 14:23:31,"USMA","",571,0,NA,NA,NA,NA,NA
618,"“According to another independent monitor, the Yemen Data Project, nearly a third of all coalition strikes have hit non-military targets.”
https://t.co/MfAGJsRrbO","jp_mcginnis",2018-11-09 14:17:22,"USMA","",571,1,NA,NA,NA,NA,NA
619,"“To damage the U.S. occupation, Soleimani helped Syrian intelligence create pipelines for funneling Sunni jihadis into Iraq.” 

Almost like Iran and Assad work with jihadis when it’s convenient. https://t.co/uxMeQLG0JA","GrantGambling",2018-11-09 14:22:32,"USMA","Show-Me State, The 1st Capital",1613,0,NA,NA,NA,NA,NA
620,"USMA 2019 • Y'en a marre | Official Audio - [ Video Lyrics ] https://t.co/bXT6vjXyOf via @YouTube","KassiHadjeri",2018-11-09 14:08:49,"USMA","",2,0,NA,NA,NA,NA,NA
621,"@DrJoeStoltz @WestPoint_USMA @MountVernon Hauntingly beautiful","ch33481099",2018-11-09 14:08:18,"USMA","United Kingdom",72,1,NA,NA,NA,NA,NA
622,"One-hundred years after it ended, World War I is still having an impact on #USMA and in the daily life of cadets.

https://t.co/qWOGDZ7mud","WestPoint_USMA",2018-11-08 14:00:02,"USMA","West Point, NY",85041,94,NA,NA,NA,NA,NA
623,"Yesterday, Army took down Air Force in their first service academy clash of the season 17-14 and the Black Knights will retain the CIC Trophy. #GoArmy #BeatAirForce #SingSecond 

https://t.co/0o44GOTa5y","WestPoint_USMA",2018-11-04 17:00:01,"USMA","West Point, NY",85041,222,NA,NA,NA,NA,NA
624,"There is more than one way to become an Army officer. #GoArmy https://t.co/f422m6hsah","WestPoint_USMA",2018-11-08 13:18:37,"USMA","West Point, NY",85041,52,NA,NA,NA,NA,NA
625,"A sold out crowd is here to help @ArmyWP_Football #BeatAirForce and keep the CIC trophy at home. The score at the end of the 3rd quarter is 14-6 #Army. #GoArmy #SingSecond https://t.co/czNiupdw91","WestPoint_USMA",2018-11-03 18:25:16,"USMA","West Point, NY",85041,140,NA,NA,NA,NA,NA
626,"Tune in to NBC TODAY show tomorrow, Wednesday, Nov. 7, during the 8-9 a.m. hour to watch a segment on modern-day cadets who have a family lineage of military service that dates back to WWI. https://t.co/tcTfjKxosv","WestPoint_USMA",2018-11-06 20:46:20,"USMA","West Point, NY",85041,94,NA,NA,NA,NA,NA
627,"It might be #BeatAirforce week when @AF_Academy exchange cadets have their clothes go missing. #GoArmy https://t.co/O1HfpenfK8","WestPoint_USMA",2018-11-01 14:23:27,"USMA","West Point, NY",85041,177,NA,NA,NA,NA,NA
628,"The #USMA Cadet Competitive Cyber Team is competing versus the U.S. Air Force Academy in a six-hour Capture the Flag Cyber Competition in the Cyber Lab today at West Point. This is the first head-to-head cyber competition between the two academies. The winner will receive a Star. https://t.co/C1gx0F8RCt","WestPoint_USMA",2018-11-02 19:14:51,"USMA","West Point, NY",85041,52,NA,NA,NA,NA,NA
629,"Army Sports Weekend Wrap: Men's Rugby defeated Air Force with a 42-0 victory. Women's Soccer was eliminated in the PL Semis against BU after defeating Navy in the quarters. Hockey lost to Air Force, while boxing and climbing faced Air Force. #USMA #BeatNavy #BeatAirForce https://t.co/zgNofkvEuR","WestPoint_USMA",2018-11-06 15:18:29,"USMA","West Point, NY",85041,43,NA,NA,NA,NA,NA
630,"Two quarters left with the Commander-in-Chief trophy on the line. Keep it home! At halftime, the score is Army 14, Air Force 0. #GoArmy #BeatAirForce https://t.co/igncZ61B2V","WestPoint_USMA",2018-11-03 17:25:40,"USMA","West Point, NY",85041,112,NA,NA,NA,NA,NA
631,"The pyre is ready for tonight's #BeatAirforce spirit bonfire https://t.co/O1bAfBjTqH","WestPoint_USMA",2018-11-01 20:09:51,"USMA","West Point, NY",85041,352,NA,NA,NA,NA,NA
632,"Soldiers past and present have served honorably to protect and defend our way of life. Join the discussion this #VeteransDay by telling us what Veterans Day means to you. https://t.co/H87miQSnBL","WestPoint_USMA",2018-11-05 09:46:19,"USMA","West Point, NY",85041,80,NA,NA,NA,NA,NA
633,"The #USMA Cadet Cyber Team and the @ArmyCyberInst competed against the @AF_Academy in the first ever head-to-head cyber competition with a Star on the line Friday. #GoArmy 

https://t.co/z025GH7qKd","WestPoint_USMA",2018-11-07 20:45:32,"USMA","West Point, NY",85041,98,NA,NA,NA,NA,NA
634,"#USMA cadets are fired up to #BeatAirForce along with @ArmyWP_Football @ArmyWP_Hockey @ArmyWP_MRugby after last night's Spirit Bonfire. #GoArmy #SingSecond https://t.co/Es6m749wvo","WestPoint_USMA",2018-11-02 20:38:29,"USMA","West Point, NY",85041,133,NA,NA,NA,NA,NA
635,"When service academies compete, they are not only competing for the victory, but they are also competing to earn a star. The winners are awarded stars to wear on their jackets. Beating Navy earns a gold star. Beating Air Force earns a silver star #GoArmy #BeatAirForce #SingSecond https://t.co/a0xIh9qy8F","WestPoint_USMA",2018-10-31 14:44:15,"USMA","West Point, NY",85041,133,NA,NA,NA,NA,NA
636,"The @ArmyWP_Football team is ready to take on Air Force with help from the 4th Infantry Division. The CIC trophy is on the line as the Black Knights look to keep it home Saturday at noon at Michie Stadium. #GoArmy #BeatAirForce #SingSecond https://t.co/ogX3fYSVXA","WestPoint_USMA",2018-11-01 16:00:02,"USMA","West Point, NY",85041,174,NA,NA,NA,NA,NA
637,"The Class of 1993 and the Army Community are ready to #BeatAirForce with the CIC
trophy on the line. Welcome back and #GoArmy! #BeatAirForce #SingSecond https://t.co/3MglM6cTob","WestPoint_USMA",2018-11-03 13:57:48,"USMA","West Point, NY",85041,53,NA,NA,NA,NA,NA
638,"@BlackItalianWP @ArmyWP_Football #GoArmy #SingSecond","WestPoint_USMA",2018-11-03 19:23:02,"USMA","West Point, NY",85041,2,NA,NA,NA,NA,NA
639,"The @ArmyWP_Football team is ready to #BeatLafayette with help from the Iron Soldiers of the @1stArmoredDiv Saturday at noon at Michie Stadium. #GoArmy https://t.co/cfA3LfRfss","WestPoint_USMA",2018-11-08 17:00:02,"USMA","West Point, NY",85041,189,NA,NA,NA,NA,NA
640,"West Point cadets are keeping their family legacies alive by following in the footsteps of family members who served in World War I. See the full @TODAYshow feature below: 

https://t.co/wA08Z2cXFV","WestPoint_USMA",2018-11-07 14:47:31,"USMA","West Point, NY",85041,152,NA,NA,NA,NA,NA
641,"Kickoff between @ArmyWP_Football and Air Force is a half hour away. It isn't the only battle this week, though, as multiple #Army teams competed against Air Force in Star Matches Friday night. #GoArmy #BeatAirForce #SingSecond 

For more photos visit https://t.co/NXAtfjeQO4 https://t.co/azXQzzFEMd","WestPoint_USMA",2018-11-03 15:33:20,"USMA","West Point, NY",85041,55,NA,NA,NA,NA,NA
642,"Can't wait for the game tomorrow! @AF_Academy #GoArmy #BeatAirForce https://t.co/fSWMIQjYHL","WestPoint_USMA",2018-11-02 18:54:19,"USMA","West Point, NY",85041,129,NA,NA,NA,NA,NA
643,"@AF_Academy @ArmyWP_Football a nail bitter until the end as a rivalry game should be","WestPoint_USMA",2018-11-03 19:19:23,"USMA","West Point, NY",85041,25,NA,NA,NA,NA,NA
644,"Today the Army is represented by the 4th Infantry Division @4thInfDiv as they take on the Air Force here at Michie Stadium. Tune in at noon EST to watch the game on CBS Sports. #GoArmy #BeatAirForce https://t.co/4IYaEdirZt","WestPoint_USMA",2018-11-03 13:00:02,"USMA","West Point, NY",85041,275,NA,NA,NA,NA,NA
645,"@CleverMerc In the case of a tie, it remains with the team that held it the year before #GoArmy","WestPoint_USMA",2018-11-03 19:27:14,"USMA","West Point, NY",85041,15,NA,NA,NA,NA,NA
646,"Are we getting another ring this year? Coach Monken says he doesn't see why not. #GoArmy #BeatAirForce

Video by Cadet Media Group https://t.co/KuygUzQzvG","WestPoint_USMA",2018-11-01 13:22:19,"USMA","West Point, NY",85041,254,NA,NA,NA,NA,NA
647,"Cadets at #USMA kicked off the #BeatAirForce week festivities with a spirit bonfire Thursday night. #GoArmy #SingSecond 

https://t.co/NXAtfjeQO4","WestPoint_USMA",2018-11-02 13:40:52,"USMA","West Point, NY",85041,92,NA,NA,NA,NA,NA
648,"In the last 72 hours, #USMA  Cadets demonstrated excellence in every pillar from Detroit, Michigan  back home to West Point, NY. What other major college can accomplish so much in such a short amount of time? Are you up for the challenge? #GoArmy https://t.co/TbOycYBYQB","WestPoint_USMA",2018-10-30 20:23:43,"USMA","West Point, NY",85041,171,NA,NA,NA,NA,NA
649,"What better way to hand in your end-of-semester research paper than dressing in a costume? Yesterday, Cadets continued the tradition of the SOSH Run, rushing to deliver their final papers to the Department of Social Sciences by the 4:30 p.m. deadline.

https://t.co/0DoWCbdjMm","WestPoint_USMA",2018-11-08 16:03:26,"USMA","West Point, NY",85041,87,NA,NA,NA,NA,NA
650,"Getting in the Halloween spirit during morning workouts at West Point #GoArmy https://t.co/ExdgxRtyyp","WestPoint_USMA",2018-10-31 18:38:57,"USMA","West Point, NY",85041,151,NA,NA,NA,NA,NA
651,"Official statement: The U.S. Military Academy sincerely apologizes for an incident involving USMA cadets and the Air Force Academy Falcons, which occurred Saturday, November 3, 2018. See the full statement below. https://t.co/SqeA7B3KlT","WestPoint_USMA",2018-11-04 19:17:47,"USMA","West Point, NY",85041,399,NA,NA,NA,NA,NA
652,"The Commander-In-Chief trophy stays. #GoArmy #BeatAirForce https://t.co/aCVxIJHKB8","WestPoint_USMA",2018-11-03 20:17:43,"USMA","West Point, NY",85041,370,NA,NA,NA,NA,NA
653,"Class of 2019 Cadets Nicholas Webster and Monica Sowinski were honored with the 7th annual Lt. Gen. Harold G. Moore Warrior Athlete of Excellence Award today. The annual award is presented to one male and one female First Class cadet who best exemplifies the qualities of Moore, https://t.co/zURbI4sGvE","WestPoint_USMA",2018-11-07 18:47:43,"USMA","West Point, NY",85041,68,NA,NA,NA,NA,NA
654,"#USMA Cadets visited the Bronx Latin High School in the Bronx, NY Oct. 30 to conduct a leadership seminar with their high school mentors and middle school mentees. #Mentorship #GoArmy https://t.co/iHTKN98L3B","WestPoint_USMA",2018-11-05 14:17:47,"USMA","West Point, NY",85041,58,NA,NA,NA,NA,NA
655,"It stays home! @ArmyWP_Football will keep the Commander-in-Chief trophy with a win over Air Force!

Final Score: 17-14

#GoArmy #BeatAirForce #SingSecond 

(Photos by Danny Wild, USA Today Sports) https://t.co/kqqoW2CKpt","WestPoint_USMA",2018-11-03 19:15:56,"USMA","West Point, NY",85041,1118,NA,NA,NA,NA,NA
656,"The Spirit Luncheon got everyone excited about the football game Saturday when we #BeatAirForce! https://t.co/3uKqRYYe8f","WestPoint_USMA",2018-11-01 19:05:29,"USMA","West Point, NY",85041,51,NA,NA,NA,NA,NA
657,"The @ArmyWP_Football team gets to #SingSecond after beating Air Force #GoArmy #BeatAirForce https://t.co/eplbTn4vW7","WestPoint_USMA",2018-11-03 19:35:05,"USMA","West Point, NY",85041,211,NA,NA,NA,NA,NA
658,"The @ArmyWP_Football team adds a field goal to go up 17-6 on Air Force. 8:35 left in the game to determine who gets the CIC Trophy. #BeatAirForce #SingSecond https://t.co/NBwuENXUqX","WestPoint_USMA",2018-11-03 18:44:34,"USMA","West Point, NY",85041,33,NA,NA,NA,NA,NA
